time,dev_addr,f_cnt,home_network_net_id,forwarder_gateway_id
2023-01-04 00:00:13.732524 UTC,00892C1A,38992,0,ifremer-doi-gateway
2023-01-04 00:00:13.732601 UTC,00F4EC14,42876,0,ifremer-doi-gateway
2023-01-04 00:00:13.733039 UTC,0046AB1A,20054,0,ifremer-doi-gateway
2023-01-04 00:00:13.765259 UTC,015069DE,42161,0,tzl-campus-wtp
2023-01-04 00:00:13.783508 UTC,50A78DE9,57055,28,uhv3-hcc-library
2023-01-04 00:00:13.787064 UTC,00E641A9,57055,0,uhv3-roundtop-tower
2023-01-04 00:00:13.83102 UTC,01BB1FE1,1,0,ofi-kerarbury-sth
2023-01-04 00:00:13.847218 UTC,00A84D1D,34813,0,ifremer-doi-gateway
2023-01-04 00:00:13.847316 UTC,014E1E95,39332,0,ifremer-doi-gateway
2023-01-04 00:00:13.847337 UTC,005D6004,63690,0,ifremer-doi-gateway
2023-01-04 00:00:13.847366 UTC,00F4EC14,43009,0,ifremer-doi-gateway
2023-01-04 00:00:13.920223 UTC,260B43F2,21004,13,nuig-new-gateway
2023-01-04 00:00:13.935312 UTC,1.06E+065,11213,0,ac1f09fffe06d9fd
2023-01-04 00:00:14.008435 UTC,01CE92E6,20068,0,eui-3436323866005100
2023-01-04 00:00:14.046036 UTC,0106444E,25987,0,ifremer-doi-gateway
2023-01-04 00:00:14.046071 UTC,00D2D5B3,25793,0,ifremer-doi-gateway
2023-01-04 00:00:14.127471 UTC,82A5691D,42148,200002,eui-00800000a0004e9f
2023-01-04 00:00:14.144326 UTC,116569DD,2199,8,eui-00800000a0007006
2023-01-04 00:00:14.161685 UTC,0167719E,7908,0,uhv3-roundtop-tower
2023-01-04 00:00:14.183 UTC,0127B4DF,33794,0,eui-3436323866005100
2023-01-04 00:00:14.188064 UTC,001F8B35,25448,0,ifremer-doi-gateway
2023-01-04 00:00:14.188362 UTC,00E8F365,41201,0,ifremer-doi-gateway
2023-01-04 00:00:14.188476 UTC,011B0ADE,41200,0,ifremer-doi-gateway
